cityName,stationName,ownerName,total_COUNT,onlyWomenSongs_COUNT,onlyWomenSongs_PERCENT,b2bWomenSongs_COUNT,b2bWomenSongs_PERCENT,onlyMenSongs_COUNT,onlyMenSongs_PERCENT,b2bMenSongs_COUNT,b2bMenSongs_PERCENT,onlyMixedGenderSongs_COUNT,onlyMixedGenderSongs_PERCENT,b2bMixedGenderSongs_COUNT,b2bMixedGenderSongs_PERCENT,onlyCombinedGenderSongs_COUNT,onlyCombinedGenderSongs_PERCENT,b2bCombinedGenderSongs_COUNT,b2bCombinedGenderSongs_PERCENT,onlyCollabGenderSongs_COUNT,onlyCollabGenderSongs_PERCENT,b2bCollabGenderSongs_COUNT,b2bCollabGenderSongs_PERCENT,onlyMixedNOCollabGenderSongs_COUNT,onlyMixedNOCollabGenderSongs_PERCENT,b2bMixedNOCollabGenderSongs_COUNT,b2bMixedNOCollabGenderSongs_PERCENT,onlyLGBTQSongs_COUNT,onlyLGBTQSongs_PERCENT,b2bLGBTQSongs_COUNT,b2bLGBTQSongs_PERCENT,onlyStraightSongs_COUNT,onlyStraightSongs_PERCENT,b2bStraightSongs_COUNT,b2bStraightSongs_PERCENT,onlyPOCMenSongs_COUNT,onlyPOCMenSongs_PERCENT,b2bPOCMenSongs_COUNT,b2bPOCMenSongs_PERCENT,onlyPOCWomenSongs_COUNT,onlyPOCWomenSongs_PERCENT,b2bPOCWomenSongs_COUNT,b2bPOCWomenSongs_PERCENT,onlyPOCMixedSongs_COUNT,onlyPOCMixedSongs_PERCENT,b2bPOCMixedSongs_COUNT,b2bPOCMixedSongs_PERCENT,onlyWhiteMenSongs_COUNT,onlyWhiteMenSongs_PERCENT,b2bWhiteMenSongs_COUNT,b2bWhiteMenSongs_PERCENT,onlyWhiteWomenSongs_COUNT,onlyWhiteWomenSongs_PERCENT,b2bWhiteWomenSongs_COUNT,b2bWhiteWomenSongs_PERCENT,onlyWhiteMixedGenderSongs_COUNT,onlyWhiteMixedGenderSongs_PERCENT,b2bWhiteMixedGenderSongs_COUNT,b2bWhiteMixedGenderSongs_PERCENT,OVNwomenSongs_COUNT,OVNwomenSongs_PERCENT,b2bOVNwomenSongs_COUNT,b2bOVNwomenSongs_PERCENT,AMDwomenSongs_COUNT,AMDwomenSongs_PERCENT,b2bAMDwomenSongs_COUNT,b2bAMDwomenSongs_PERCENT,MIDwomenSongs_COUNT,MIDwomenSongs_PERCENT,b2bMIDwomenSongs_COUNT,b2bMIDwomenSongs_PERCENT,PMDwomenSongs_COUNT,PMDwomenSongs_PERCENT,b2bPMDwomenSongs_COUNT,b2bPMDwomenSongs_PERCENT,EVEwomenSongs_COUNT,EVEwomenSongs_PERCENT,b2bEVEwomenSongs_COUNT,b2bEVEwomenSongs_PERCENT,GwomenSongs_COUNT,GwomenSongs_PERCENT,b2bGwomenSongs_COUNT,b2bGwomenSongs_PERCENT,RwomenSongs_COUNT,RwomenSongs_PERCENT,b2bRwomenSongs_COUNT,b2bRwomenSongs_PERCENT,CwomenSongs_COUNT,CwomenSongs_PERCENT,b2bCwomenSongs_COUNT,b2bCwomenSongs_PERCENT
Houston,KILT-FM,Audacy/Entercom,6630,595,8.974358974358974,21,0.3167420814479638,5552,83.74057315233786,4601,69.39668174962293,483,7.285067873303168,32,0.48265460030165913,1078,16.25942684766214,140,2.1116138763197587,1009,15.218702865761689,124,1.8702865761689291,69,1.0407239819004523,0,0,7,0.10558069381598793,0,0,6623,99.894419306184,6597,99.50226244343892,486,7.330316742081449,30,0.4524886877828055,3,0.04524886877828054,0,0,35,0.5279034690799397,0,0,5066,76.41025641025641,3816,57.556561085972845,592,8.929110105580694,21,0.3167420814479638,448,6.757164404223228,23,0.3469079939668175,207,34.78991596638655,12,57.14285714285714,41,6.890756302521009,0,0,121,20.33613445378151,1,4.761904761904762,82,13.781512605042018,1,4.761904761904762,144,24.201680672268907,7,33.33333333333333,155,26.05042016806723,1,4.761904761904762,262,44.03361344537815,13,61.904761904761905,178,29.915966386554622,7,33.33333333333333
Houston,KKBQ-FM,COX,6503,649,9.980009226510841,46,0.7073658311548516,5223,80.31677687221283,4112,63.232354298016304,631,9.703213901276333,40,0.6151007227433493,1280,19.683223127787176,184,2.8294633246194065,1188,18.26849146547747,168,2.583423035522067,92,1.4147316623097033,1,0.015377518068583732,15,0.23066277102875596,0,0,6488,99.76933722897124,6454,99.2465016146394,472,7.25818852837152,25,0.3844379517145933,3,0.046132554205751186,0,0,27,0.41519298785176073,0,0,4751,73.05858834384131,3357,51.62232815623559,646,9.933876672305091,46,0.7073658311548516,604,9.288020913424573,38,0.5843456866061817,223,34.36055469953775,22,47.82608695652174,70,10.785824345146379,3,6.521739130434782,128,19.72265023112481,7,15.217391304347828,100,15.408320493066254,7,15.217391304347828,128,19.72265023112481,7,15.217391304347828,204,31.432973805855163,18,39.130434782608695,321,49.46070878274268,23,50,124,19.106317411402156,5,10.869565217391305
Indianapolis,WFMS-FM,Cumulus,6210,456,7.342995169082125,14,0.22544283413848631,5097,82.07729468599034,4088,65.829307568438,657,10.579710144927535,28,0.45088566827697263,1113,17.92270531400966,111,1.7874396135265702,1031,16.602254428341386,98,1.578099838969404,82,1.320450885668277,0,0,13,0.20933977455716585,0,0,6197,99.79066022544283,6165,99.27536231884058,391,6.296296296296296,19,0.30595813204508854,0,0,0,0,11,0.17713365539452497,0,0,4706,75.78099838969405,3483,56.086956521739125,456,7.342995169082125,14,0.22544283413848631,646,10.402576489533011,28,0.45088566827697263,191,41.885964912280706,12,85.71428571428571,38,8.333333333333332,0,0,73,16.00877192982456,0,0,71,15.570175438596493,0,0,83,18.201754385964914,2,14.285714285714285,171,37.5,3,21.428571428571427,209,45.83333333333333,8,57.14285714285714,76,16.666666666666664,3,21.428571428571427
Indianapolis,WLHK-FM,Emmis,7211,588,8.154208847593953,34,0.47150187213978645,5851,81.13992511440854,4692,65.06725835529052,772,10.705866037997504,66,0.9152683400360561,1360,18.86007488559146,215,2.9815559561780614,1268,17.584246290389682,192,2.6625988073776177,92,1.2758285952017752,0,0,9,0.12480931909582581,0,0,7202,99.87519068090417,7174,99.48689502149493,526,7.294411316044931,29,0.4021633615309943,0,0,0,0,48,0.6656497018444044,0,0,5325,73.84551379836361,3857,53.48772708362224,588,8.154208847593953,34,0.47150187213978645,724,10.0402163361531,55,0.7627236166967134,170,28.91156462585034,6,17.647058823529413,73,12.414965986394558,3,8.823529411764707,116,19.727891156462583,7,20.588235294117645,88,14.965986394557824,4,11.76470588235294,141,23.97959183673469,14,41.17647058823529,213,36.224489795918366,15,44.11764705882353,283,48.12925170068027,16,47.05882352941176,92,15.646258503401361,3,8.823529411764707
KansasCity,KBEQ-FM,Steel City,6272,673,10.730229591836734,24,0.3826530612244898,5135,81.8718112244898,4137,65.95982142857143,464,7.3979591836734695,35,0.5580357142857143,1137,18.128188775510203,151,2.407525510204082,1027,16.37436224489796,113,1.8016581632653061,110,1.7538265306122447,0,0,25,0.3985969387755102,0,0,6247,99.60140306122449,6203,98.8998724489796,379,6.042729591836735,16,0.25510204081632654,2,0.03188775510204082,0,0,25,0.3985969387755102,0,0,4756,75.82908163265306,3563,56.80803571428571,671,10.698341836734695,24,0.3826530612244898,439,6.999362244897959,28,0.4464285714285714,260,38.632986627043095,13,54.166666666666664,59,8.7667161961367,0,0,136,20.208023774145616,5,20.833333333333336,87,12.927191679049036,0,0,131,19.46508172362556,6,25,244,36.2555720653789,13,54.166666666666664,251,37.295690936106986,10,41.66666666666667,178,26.448736998514118,1,4.166666666666666
KansasCity,KFKF-FM,Steel City,6172,560,9.073233959818536,10,0.16202203499675957,5345,86.60077770576798,4543,73.60661049902787,267,4.325988334413481,4,0.06480881399870382,827,13.399222294232016,41,0.6642903434867142,697,11.292935839274142,20,0.32404406999351915,130,2.1062864549578744,0,0,12,0.19442644199611148,0,0,6160,99.80557355800389,6129,99.30330524951393,304,4.92546986390149,11,0.1782242384964355,0,0,0,0,11,0.1782242384964355,0,0,5041,81.6753078418665,4044,65.52171095268956,560,9.073233959818536,10,0.16202203499675957,256,4.1477640959170445,3,0.04860661049902787,154,27.500000000000004,1,10,82,14.642857142857144,3,30,110,19.642857142857142,3,30,97,17.32142857142857,1,10,117,20.892857142857142,2,20,426,76.07142857142857,8,80,101,18.035714285714285,2,20,33,5.892857142857142,0,0
KansasCity,WDAF-FM,Audacy/Entercom,6807,824,12.10518583810783,67,0.9842808873218746,5289,77.69942706037902,4026,59.14499779638608,694,10.195387101513148,53,0.7786102541501395,1518,22.300572939620977,268,3.9371235492874983,1403,20.611135595710298,226,3.3201116497722936,115,1.68943734391068,0,0,22,0.32319670926986926,0,0,6785,99.67680329073013,6744,99.07448215072719,637,9.358013809313942,53,0.7786102541501395,0,0,0,0,25,0.3672689878066696,0,0,4652,68.34141325106508,3102,45.570736007051565,824,12.10518583810783,67,0.9842808873218746,669,9.828118113706479,51,0.7492287351256061,254,30.8252427184466,21,31.343283582089555,99,12.014563106796118,8,11.940298507462686,165,20.024271844660195,13,19.402985074626866,136,16.50485436893204,9,13.432835820895523,170,20.631067961165048,16,23.88059701492537,284,34.46601941747573,18,26.865671641791046,326,39.56310679611651,25,37.3134328358209,214,25.970873786407765,24,35.82089552238806
LosAngeles,KKGO-FM,Mount Wilson FM,6380,819,12.836990595611287,81,1.2695924764890283,4947,77.53918495297806,3792,59.43573667711599,614,9.623824451410657,59,0.9247648902821317,1433,22.460815047021942,285,4.467084639498433,1293,20.26645768025078,221,3.4639498432601883,140,2.19435736677116,0,0,27,0.4231974921630094,0,0,6353,99.57680250783699,6307,98.85579937304075,388,6.081504702194358,16,0.25078369905956116,8,0.12539184952978058,0,0,36,0.5642633228840125,0,0,4559,71.4576802507837,3212,50.3448275862069,811,12.711598746081505,78,1.2225705329153604,578,9.059561128526646,53,0.8307210031347964,266,32.47863247863248,28,34.5679012345679,115,14.041514041514041,13,16.049382716049383,149,18.192918192918192,12,14.814814814814813,122,14.896214896214897,12,14.814814814814813,167,20.39072039072039,16,19.753086419753085,198,24.175824175824175,21,25.925925925925924,417,50.91575091575091,36,44.44444444444444,204,24.90842490842491,24,29.629629629629626
Nashville,WKDF-FM,Cumulus,5943,628,10.567053676594313,39,0.6562342251388188,4686,78.84906612821807,3617,60.86151775197711,629,10.583880195187616,47,0.7908463738852431,1257,21.15093387178193,198,3.331650681474003,1164,19.586067642604746,162,2.7258960121150935,93,1.5648662291771833,1,0.016826518593303048,11,0.1850917045263335,0,0,5932,99.81490829547367,5904,99.34376577486118,424,7.1344438835604915,24,0.40383644623927306,0,0,0,0,28,0.47114252061248524,0,0,4262,71.71462224465758,2981,50.15985192663638,628,10.567053676594313,39,0.6562342251388188,601,10.11273767457513,45,0.7571933366986371,181,28.82165605095541,15,38.46153846153847,65,10.35031847133758,4,10.256410256410255,117,18.630573248407643,5,12.82051282051282,93,14.808917197452228,0,0,172,27.388535031847134,15,38.46153846153847,157,25,7,17.94871794871795,360,57.324840764331206,26,66.66666666666666,111,17.67515923566879,6,15.384615384615385
Nashville,WSM-FM,Cumulus,6536,1028,15.728274173806609,40,0.6119951040391677,5155,78.87086903304773,3893,59.56242350061199,353,5.400856793145655,6,0.09179926560587516,1381,21.129130966952264,130,1.9889840881272949,1176,17.99265605875153,79,1.2086903304773562,205,3.1364749082007344,3,0.04589963280293758,0,0,0,0,6536,100,6517,99.70930232558139,150,2.2949816401468786,4,0.06119951040391676,0,0,0,0,10,0.15299877600979192,0,0,5005,76.57588739290085,3670,56.15055079559363,1028,15.728274173806609,40,0.6119951040391677,343,5.247858017135863,6,0.09179926560587516,313,30.44747081712062,18,45,164,15.953307392996107,4,10,221,21.498054474708173,5,12.5,161,15.66147859922179,7,17.5,169,16.439688715953306,6,15,1016,98.83268482490273,39,97.5,11,1.0700389105058365,1,2.5,1,0.09727626459143969,0,0
Philadelphia,WXTU-FM,Beasley,6383,754,11.812627291242363,58,0.9086636377878741,5005,78.41140529531569,3853,60.36346545511515,624,9.775967413441954,46,0.7206642644524518,1378,21.58859470468432,239,3.744320852263826,1255,19.66160112799624,199,3.117656274479085,123,1.9269935766880777,1,0.015666614444618518,12,0.18799937333542222,0,0,6371,99.81200062666457,6340,99.32633557888141,589,9.227635907880307,48,0.7519974933416889,0,0,0,0,20,0.31333228889237036,0,0,4416,69.18376938743538,3008,47.125176249412505,754,11.812627291242363,58,0.9086636377878741,604,9.462635124549584,45,0.7049976500078333,264,35.0132625994695,21,36.206896551724135,89,11.803713527851459,5,8.620689655172415,147,19.49602122015915,14,24.137931034482758,104,13.793103448275861,6,10.344827586206897,150,19.893899204244033,12,20.689655172413794,219,29.045092838196286,19,32.758620689655174,389,51.591511936339515,29,50,146,19.363395225464192,10,17.24137931034483
SanAntonio,KAJA-FM,iHeartMedia,5813,523,8.997075520385343,37,0.636504386719422,4812,82.77997591605023,3900,67.09100292447961,478,8.222948563564426,17,0.29244796146568036,1001,17.220024083949767,104,1.7890934113194565,945,16.256666093239293,98,1.685876483743334,56,0.9633579907104765,0,0,8,0.13762257010149664,0,0,5805,99.8623774298985,5778,99.39790125580595,459,7.89609495957337,30,0.5160846378806124,0,0,0,0,21,0.3612592465164287,0,0,4353,74.88388095647687,3192,54.911405470497165,523,8.997075520385343,37,0.636504386719422,457,7.861689317047996,16,0.2752451402029933,215,41.10898661567878,20,54.054054054054056,75,14.340344168260039,12,32.432432432432435,100,19.120458891013385,1,2.7027027027027026,45,8.604206500956023,1,2.7027027027027026,88,16.826003824091778,3,8.108108108108109,197,37.66730401529637,12,32.432432432432435,216,41.30019120458891,16,43.24324324324324,110,21.03250478011472,9,24.324324324324326
SanAntonio,KCYY-FM,Cox,6474,741,11.44578313253012,64,0.9885696632684584,5258,81.2171763978993,4231,65.35372258263824,475,7.3370404695705895,36,0.5560704355885079,1216,18.78282360210071,200,3.0892801977139324,1134,17.516218721037998,166,2.564102564102564,82,1.2666048810627124,0,0,16,0.2471424158171146,0,0,6458,99.75285758418289,6423,99.21223354958295,470,7.259808464627741,29,0.4479456286685202,0,0,0,0,31,0.47883843064565956,0,0,4788,73.95736793327154,3508,54.18597466790238,741,11.44578313253012,64,0.9885696632684584,444,6.85820203892493,32,0.4942848316342292,223,30.0944669365722,25,39.0625,81,10.931174089068826,6,9.375,153,20.647773279352226,7,10.9375,118,15.92442645074224,10,15.625,166,22.402159244264507,16,25,206,27.800269905533064,24,37.5,361,48.717948717948715,23,35.9375,174,23.481781376518217,17,26.5625
Tampa,WFUS-FM,iHeartMedia,6125,505,8.244897959183675,20,0.326530612244898,5096,83.2,4122,67.29795918367347,524,8.555102040816326,20,0.326530612244898,1029,16.8,69,1.126530612244898,958,15.640816326530613,60,0.9795918367346939,71,1.1591836734693879,0,0,5,0.0816326530612245,0,0,6120,99.91836734693878,6096,99.5265306122449,468,7.640816326530612,28,0.4571428571428572,0,0,0,0,23,0.37551020408163266,0,0,4628,75.55918367346939,3415,55.755102040816325,505,8.244897959183675,20,0.326530612244898,501,8.179591836734694,16,0.2612244897959184,161,31.88118811881188,5,25,74,14.653465346534652,12,60,90,17.82178217821782,1,5,68,13.465346534653467,0,0,112,22.17821782178218,2,10,146,28.910891089108908,7,35,247,48.91089108910891,8,40,112,22.17821782178218,5,25
Tampa,WQYK-FM,Beasley,6523,620,9.5048290663805,39,0.5978844090142573,5386,82.56936992181511,4400,67.45362563237775,517,7.925801011804384,37,0.5672236700904493,1137,17.430630078184883,164,2.5141805917522615,1057,16.20420052123256,149,2.284225049823701,80,1.2264295569523225,0,0,6,0.0919822167714242,0,0,6517,99.90801778322857,6492,99.52475854668099,490,7.511881036332975,28,0.42925034493331293,3,0.0459911083857121,0,0,20,0.3066073892380806,0,0,4896,75.05748888548214,3624,55.55725892994021,617,9.458837957994788,37,0.5672236700904493,497,7.6191936225663035,36,0.5518933006285451,211,34.03225806451613,13,33.33333333333333,75,12.096774193548388,7,17.94871794871795,109,17.580645161290324,7,17.94871794871795,88,14.193548387096774,1,2.564102564102564,137,22.096774193548388,11,28.205128205128204,136,21.935483870967744,10,25.64102564102564,317,51.12903225806451,21,53.84615384615385,167,26.93548387096774,8,20.51282051282051
WashingtonDC,WMZQ-FM,iHeartMedia,5705,528,9.25503943908852,22,0.38562664329535495,4667,81.80543382997371,3683,64.55740578439965,510,8.939526730937773,14,0.245398773006135,1038,18.194566170026295,72,1.2620508326029798,973,17.05521472392638,68,1.1919368974583697,65,1.1393514460999123,0,0,8,0.14022787028921999,0,0,5697,99.85977212971078,5670,99.38650306748467,429,7.519719544259422,26,0.4557405784399649,0,0,0,0,18,0.31551270815074495,0,0,4238,74.28571428571429,3052,53.49693251533743,528,9.25503943908852,22,0.38562664329535495,492,8.624014022787028,14,0.245398773006135,161,30.492424242424242,7,31.818181818181817,74,14.015151515151514,12,54.54545454545454,88,16.666666666666664,0,0,83,15.719696969696969,2,9.090909090909092,122,23.106060606060606,1,4.545454545454546,151,28.59848484848485,10,45.45454545454545,268,50.75757575757576,9,40.909090909090914,109,20.643939393939394,3,13.636363636363635