date,stationName,cityName,ownerName,total_COUNT,onlyWomenSongs_COUNT,onlyWomenSongs_PERCENT,b2bWomenSongs_COUNT,b2bWomenSongs_PERCENT,onlyCombinedGenderSongs_COUNT,onlyCombinedGenderSongs_PERCENT,b2bCombinedGenderSongs_COUNT,b2bCombinedGenderSongs_PERCENT
9/30/22,KPLX-FM,Dallas,Cumulus,310,38,12.258064516129032,2,0.6451612903225806,46,14.838709677419354,2,0.6451612903225806
10/28/22,KPLX-FM,Dallas,Cumulus,310,32,10.32258064516129,0,0,45,14.516129032258066,0,0
11/25/22,KPLX-FM,Dallas,Cumulus,346,39,11.271676300578035,0,0,51,14.739884393063585,2,0.5780346820809248
12/30/22,KPLX-FM,Dallas,Cumulus,333,50,15.015015015015015,0,0,54,16.216216216216218,0,0
1/7/22,KSCS-FM,Dallas,Audacy/Entercom,341,33,9.67741935483871,1,0.2932551319648094,66,19.35483870967742,8,2.346041055718475
1/24/22,KSCS-FM,Dallas,Audacy/Entercom,326,26,7.975460122699387,1,0.3067484662576687,59,18.098159509202453,4,1.2269938650306749
1/28/22,KSCS-FM,Dallas,Audacy/Entercom,336,22,6.547619047619048,1,0.2976190476190476,64,19.047619047619047,4,1.1904761904761905
2/7/22,KSCS-FM,Dallas,Audacy/Entercom,326,21,6.441717791411043,1,0.3067484662576687,64,19.631901840490798,5,1.5337423312883436
2/25/22,KSCS-FM,Dallas,Audacy/Entercom,332,24,7.228915662650602,1,0.30120481927710846,72,21.686746987951807,5,1.5060240963855422
3/18/22,KSCS-FM,Dallas,Audacy/Entercom,334,36,10.778443113772456,2,0.5988023952095809,72,21.55688622754491,6,1.7964071856287425
3/25/22,KSCS-FM,Dallas,Audacy/Entercom,334,26,7.784431137724551,0,0,64,19.16167664670659,7,2.095808383233533
4/8/22,KSCS-FM,Dallas,Audacy/Entercom,335,35,10.44776119402985,2,0.5970149253731344,77,22.98507462686567,8,2.3880597014925375
4/29/22,KSCS-FM,Dallas,Audacy/Entercom,343,34,9.912536443148689,0,0,76,22.157434402332363,3,0.8746355685131195
5/20/22,KSCS-FM,Dallas,Audacy/Entercom,328,23,7.01219512195122,1,0.3048780487804878,77,23.47560975609756,8,2.4390243902439024
5/27/22,KSCS-FM,Dallas,Audacy/Entercom,330,23,6.969696969696971,2,0.6060606060606061,66,20,10,3.0303030303030303
6/13/22,KSCS-FM,Dallas,Audacy/Entercom,331,36,10.876132930513595,1,0.3021148036253776,79,23.867069486404834,5,1.5105740181268883
6/24/22,KSCS-FM,Dallas,Audacy/Entercom,336,20,5.952380952380952,0,0,48,14.285714285714285,2,0.5952380952380952
7/29/22,KSCS-FM,Dallas,Audacy/Entercom,346,14,4.046242774566474,0,0,41,11.849710982658959,0,0
8/26/22,KSCS-FM,Dallas,Audacy/Entercom,328,26,7.926829268292683,0,0,45,13.719512195121952,1,0.3048780487804878
9/30/22,KSCS-FM,Dallas,Audacy/Entercom,336,35,10.416666666666668,0,0,65,19.345238095238095,3,0.8928571428571428
10/28/22,KSCS-FM,Dallas,Audacy/Entercom,324,18,5.555555555555555,0,0,49,15.123456790123457,1,0.30864197530864196
11/25/22,KSCS-FM,Dallas,Audacy/Entercom,361,33,9.141274238227147,0,0,58,16.06648199445983,4,1.10803324099723
12/30/22,KSCS-FM,Dallas,Audacy/Entercom,332,26,7.83132530120482,0,0,46,13.855421686746988,0,0
1/7/22,WPAW-FM,Greensboro,Audacy/Entercom,367,47,12.806539509536785,3,0.8174386920980926,84,22.888283378746593,14,3.8147138964577656
1/24/22,WPAW-FM,Greensboro,Audacy/Entercom,371,35,9.433962264150944,3,0.8086253369272237,76,20.485175202156334,14,3.7735849056603774
1/28/22,WPAW-FM,Greensboro,Audacy/Entercom,371,37,9.973045822102426,0,0,80,21.563342318059302,17,4.5822102425876015
2/7/22,WPAW-FM,Greensboro,Audacy/Entercom,375,36,9.6,1,0.26666666666666666,78,20.8,13,3.4666666666666663
2/25/22,WPAW-FM,Greensboro,Audacy/Entercom,375,43,11.466666666666667,4,1.0666666666666667,81,21.6,15,4
3/18/22,WPAW-FM,Greensboro,Audacy/Entercom,367,30,8.174386920980927,3,0.8174386920980926,83,22.615803814713896,18,4.904632152588556
3/25/22,WPAW-FM,Greensboro,Audacy/Entercom,365,33,9.04109589041096,2,0.547945205479452,78,21.36986301369863,12,3.287671232876712
4/8/22,WPAW-FM,Greensboro,Audacy/Entercom,373,43,11.528150134048257,4,1.0723860589812333,82,21.983914209115284,14,3.753351206434316
4/29/22,WPAW-FM,Greensboro,Audacy/Entercom,370,39,10.54054054054054,2,0.5405405405405406,76,20.54054054054054,16,4.324324324324325
5/20/22,WPAW-FM,Greensboro,Audacy/Entercom,355,36,10.140845070422536,2,0.5633802816901409,61,17.183098591549296,5,1.4084507042253522
5/27/22,WPAW-FM,Greensboro,Audacy/Entercom,377,42,11.140583554376658,1,0.2652519893899204,73,19.363395225464192,10,2.6525198938992043
6/13/22,WPAW-FM,Greensboro,Audacy/Entercom,365,34,9.315068493150685,3,0.821917808219178,71,19.45205479452055,16,4.383561643835616
6/24/22,WPAW-FM,Greensboro,Audacy/Entercom,372,38,10.21505376344086,1,0.2688172043010753,70,18.817204301075268,12,3.225806451612903
7/29/22,WPAW-FM,Greensboro,Audacy/Entercom,378,30,7.936507936507936,1,0.26455026455026454,65,17.195767195767196,8,2.1164021164021163
8/26/22,WPAW-FM,Greensboro,Audacy/Entercom,387,23,5.943152454780361,1,0.2583979328165375,59,15.245478036175712,9,2.3255813953488373
9/30/22,WPAW-FM,Greensboro,Audacy/Entercom,384,38,9.895833333333332,4,1.0416666666666665,73,19.010416666666664,7,1.8229166666666667
10/28/22,WPAW-FM,Greensboro,Audacy/Entercom,380,38,10,3,0.7894736842105263,74,19.473684210526315,12,3.1578947368421053
11/25/22,WPAW-FM,Greensboro,Audacy/Entercom,396,42,10.606060606060606,3,0.7575757575757576,84,21.21212121212121,10,2.525252525252525
12/30/22,WPAW-FM,Greensboro,Audacy/Entercom,395,27,6.8354430379746836,0,0,70,17.72151898734177,11,2.7848101265822782
1/7/22,WTQR-FM,Greensboro,iHeartMedia,340,45,13.23529411764706,4,1.1764705882352942,74,21.764705882352942,12,3.5294117647058822
1/24/22,WTQR-FM,Greensboro,iHeartMedia,319,22,6.896551724137931,1,0.3134796238244514,54,16.927899686520377,6,1.8808777429467085
1/28/22,WTQR-FM,Greensboro,iHeartMedia,331,29,8.761329305135952,3,0.906344410876133,59,17.82477341389728,6,1.812688821752266
2/7/22,WTQR-FM,Greensboro,iHeartMedia,319,22,6.896551724137931,2,0.6269592476489028,48,15.047021943573668,4,1.2539184952978055
2/25/22,WTQR-FM,Greensboro,iHeartMedia,333,21,6.306306306306306,0,0,55,16.516516516516518,6,1.8018018018018018
3/25/22,WTQR-FM,Greensboro,iHeartMedia,324,23,7.098765432098765,0,0,49,15.123456790123457,4,1.2345679012345678
3/28/22,WTQR-FM,Greensboro,iHeartMedia,326,34,10.429447852760736,1,0.3067484662576687,62,19.018404907975462,5,1.5337423312883436
4/8/22,WTQR-FM,Greensboro,iHeartMedia,318,38,11.949685534591195,2,0.628930817610063,67,21.069182389937108,12,3.7735849056603774
4/29/22,WTQR-FM,Greensboro,iHeartMedia,318,21,6.60377358490566,2,0.628930817610063,49,15.40880503144654,4,1.257861635220126
5/20/22,WTQR-FM,Greensboro,iHeartMedia,325,21,6.461538461538462,1,0.3076923076923077,49,15.076923076923077,5,1.5384615384615385
5/27/22,WTQR-FM,Greensboro,iHeartMedia,331,16,4.833836858006042,0,0,46,13.897280966767372,5,1.5105740181268883
6/13/22,WTQR-FM,Greensboro,iHeartMedia,325,16,4.923076923076923,0,0,44,13.538461538461538,2,0.6153846153846154
6/24/22,WTQR-FM,Greensboro,iHeartMedia,320,17,5.3125,0,0,43,13.4375,3,0.9375
7/29/22,WTQR-FM,Greensboro,iHeartMedia,322,18,5.590062111801243,0,0,45,13.975155279503104,1,0.3105590062111801
8/26/22,WTQR-FM,Greensboro,iHeartMedia,329,17,5.167173252279635,1,0.303951367781155,42,12.76595744680851,2,0.60790273556231
9/30/22,WTQR-FM,Greensboro,iHeartMedia,309,19,6.148867313915858,3,0.9708737864077669,42,13.592233009708737,4,1.2944983818770228
10/28/22,WTQR-FM,Greensboro,iHeartMedia,331,19,5.740181268882175,1,0.3021148036253776,51,15.407854984894259,1,0.3021148036253776
11/25/22,WTQR-FM,Greensboro,iHeartMedia,336,16,4.761904761904762,0,0,45,13.392857142857142,1,0.2976190476190476
12/30/22,WTQR-FM,Greensboro,iHeartMedia,338,22,6.508875739644971,5,1.4792899408284024,51,15.088757396449704,9,2.6627218934911245
1/7/22,KILT-FM,Houston,Audacy/Entercom,351,39,11.11111111111111,4,1.1396011396011396,64,18.233618233618234,13,3.7037037037037033
1/24/22,KILT-FM,Houston,Audacy/Entercom,344,33,9.593023255813954,1,0.29069767441860467,60,17.441860465116278,6,1.744186046511628
1/28/22,KILT-FM,Houston,Audacy/Entercom,340,35,10.294117647058822,2,0.5882352941176471,59,17.352941176470587,7,2.0588235294117645
2/7/22,KILT-FM,Houston,Audacy/Entercom,349,31,8.882521489971348,0,0,68,19.484240687679083,11,3.151862464183381
2/25/22,KILT-FM,Houston,Audacy/Entercom,345,26,7.536231884057972,0,0,52,15.072463768115943,6,1.7391304347826086
3/18/22,KILT-FM,Houston,Audacy/Entercom,344,28,8.13953488372093,0,0,60,17.441860465116278,6,1.744186046511628
3/25/22,KILT-FM,Houston,Audacy/Entercom,358,31,8.659217877094973,1,0.27932960893854747,60,16.75977653631285,9,2.5139664804469275
4/8/22,KILT-FM,Houston,Audacy/Entercom,348,47,13.505747126436782,3,0.8620689655172413,69,19.82758620689655,8,2.2988505747126435
4/29/22,KILT-FM,Houston,Audacy/Entercom,358,26,7.262569832402235,0,0,52,14.52513966480447,9,2.5139664804469275
5/20/22,KILT-FM,Houston,Audacy/Entercom,341,31,9.090909090909092,3,0.8797653958944283,54,15.835777126099707,9,2.6392961876832843
5/27/22,KILT-FM,Houston,Audacy/Entercom,353,34,9.631728045325778,2,0.56657223796034,64,18.13031161473088,12,3.39943342776204
6/13/22,KILT-FM,Houston,Audacy/Entercom,351,30,8.547008547008547,0,0,60,17.094017094017094,10,2.849002849002849
6/24/22,KILT-FM,Houston,Audacy/Entercom,337,29,8.605341246290802,0,0,52,15.43026706231454,6,1.7804154302670623
7/29/22,KILT-FM,Houston,Audacy/Entercom,355,27,7.605633802816901,0,0,45,12.676056338028168,6,1.6901408450704223
8/26/22,KILT-FM,Houston,Audacy/Entercom,347,28,8.069164265129682,2,0.5763688760806917,50,14.409221902017292,2,0.5763688760806917
9/30/22,KILT-FM,Houston,Audacy/Entercom,345,29,8.405797101449275,1,0.2898550724637681,51,14.782608695652174,5,1.4492753623188406
10/28/22,KILT-FM,Houston,Audacy/Entercom,340,29,8.529411764705882,1,0.29411764705882354,55,16.176470588235293,6,1.7647058823529411
11/25/22,KILT-FM,Houston,Audacy/Entercom,370,28,7.567567567567568,0,0,50,13.513513513513514,5,1.3513513513513513
12/30/22,KILT-FM,Houston,Audacy/Entercom,354,34,9.6045197740113,1,0.2824858757062147,53,14.971751412429379,4,1.1299435028248588
1/7/22,KKBQ-FM,Houston,COX,336,41,12.202380952380953,5,1.488095238095238,69,20.535714285714285,12,3.571428571428571
1/24/22,KKBQ-FM,Houston,COX,327,39,11.926605504587156,5,1.529051987767584,69,21.100917431192663,14,4.281345565749235
1/28/22,KKBQ-FM,Houston,COX,325,41,12.615384615384615,6,1.8461538461538463,67,20.615384615384617,12,3.6923076923076925
2/7/22,KKBQ-FM,Houston,COX,326,39,11.96319018404908,2,0.6134969325153374,68,20.858895705521473,6,1.8404907975460123
2/25/22,KKBQ-FM,Houston,COX,319,31,9.717868338557993,1,0.3134796238244514,56,17.55485893416928,5,1.5673981191222568
3/18/22,KKBQ-FM,Houston,COX,309,35,11.326860841423949,2,0.6472491909385114,59,19.093851132686083,7,2.26537216828479
3/25/22,KKBQ-FM,Houston,COX,317,46,14.511041009463725,3,0.9463722397476341,66,20.82018927444795,10,3.1545741324921135
4/8/22,KKBQ-FM,Houston,COX,339,45,13.274336283185843,2,0.5899705014749262,75,22.123893805309734,11,3.2448377581120944
4/29/22,KKBQ-FM,Houston,COX,340,44,12.941176470588237,6,1.7647058823529411,73,21.470588235294116,12,3.5294117647058822
5/20/22,KKBQ-FM,Houston,COX,340,29,8.529411764705882,1,0.29411764705882354,70,20.588235294117645,9,2.6470588235294117
5/27/22,KKBQ-FM,Houston,COX,340,30,8.823529411764707,3,0.8823529411764706,67,19.705882352941178,10,2.941176470588235
6/13/22,KKBQ-FM,Houston,COX,354,30,8.47457627118644,1,0.2824858757062147,76,21.468926553672315,9,2.5423728813559325
6/24/22,KKBQ-FM,Houston,COX,356,28,7.865168539325842,0,0,65,18.258426966292134,6,1.6853932584269662
7/29/22,KKBQ-FM,Houston,COX,358,20,5.58659217877095,0,0,60,16.75977653631285,8,2.2346368715083798
8/26/22,KKBQ-FM,Houston,COX,352,31,8.806818181818182,2,0.5681818181818182,69,19.602272727272727,10,2.840909090909091
9/30/22,KKBQ-FM,Houston,COX,364,40,10.989010989010989,4,1.098901098901099,77,21.153846153846153,14,3.8461538461538463
10/28/22,KKBQ-FM,Houston,COX,344,25,7.267441860465117,0,0,62,18.023255813953487,8,2.3255813953488373
11/25/22,KKBQ-FM,Houston,COX,372,28,7.526881720430108,2,0.5376344086021506,65,17.473118279569892,9,2.4193548387096775
12/30/22,KKBQ-FM,Houston,COX,385,27,7.012987012987012,1,0.2597402597402597,67,17.402597402597404,12,3.116883116883117
1/7/22,WFMS-FM,Indianapolis,Cumulus,336,28,8.333333333333332,0,0,66,19.642857142857142,5,1.488095238095238
1/24/22,WFMS-FM,Indianapolis,Cumulus,321,29,9.034267912772584,1,0.3115264797507788,68,21.18380062305296,6,1.8691588785046727
1/28/22,WFMS-FM,Indianapolis,Cumulus,330,24,7.2727272727272725,1,0.30303030303030304,63,19.090909090909093,4,1.2121212121212122
2/7/22,WFMS-FM,Indianapolis,Cumulus,322,26,8.074534161490684,0,0,63,19.565217391304348,4,1.2422360248447204
2/25/22,WFMS-FM,Indianapolis,Cumulus,308,26,8.441558441558442,2,0.6493506493506493,71,23.051948051948052,12,3.896103896103896
3/18/22,WFMS-FM,Indianapolis,Cumulus,323,22,6.811145510835913,1,0.30959752321981426,56,17.3374613003096,6,1.8575851393188854
3/25/22,WFMS-FM,Indianapolis,Cumulus,313,23,7.348242811501597,0,0,58,18.53035143769968,5,1.5974440894568689
4/8/22,WFMS-FM,Indianapolis,Cumulus,342,32,9.35672514619883,2,0.5847953216374269,67,19.5906432748538,7,2.046783625730994
4/29/22,WFMS-FM,Indianapolis,Cumulus,318,20,6.289308176100629,2,0.628930817610063,54,16.9811320754717,3,0.9433962264150944
5/20/22,WFMS-FM,Indianapolis,Cumulus,315,20,6.349206349206349,1,0.31746031746031744,55,17.46031746031746,5,1.5873015873015872
5/27/22,WFMS-FM,Indianapolis,Cumulus,313,25,7.987220447284344,0,0,55,17.57188498402556,7,2.2364217252396164
6/13/22,WFMS-FM,Indianapolis,Cumulus,317,22,6.940063091482649,1,0.31545741324921134,57,17.981072555205046,5,1.5772870662460567
6/24/22,WFMS-FM,Indianapolis,Cumulus,318,22,6.918238993710692,0,0,49,15.40880503144654,6,1.8867924528301887
7/29/22,WFMS-FM,Indianapolis,Cumulus,343,29,8.454810495626822,2,0.5830903790087464,55,16.034985422740526,8,2.3323615160349855
8/26/22,WFMS-FM,Indianapolis,Cumulus,321,20,6.230529595015576,0,0,52,16.1993769470405,7,2.1806853582554515
9/30/22,WFMS-FM,Indianapolis,Cumulus,321,24,7.476635514018691,0,0,60,18.69158878504673,8,2.4922118380062304
10/28/22,WFMS-FM,Indianapolis,Cumulus,330,23,6.969696969696971,1,0.30303030303030304,54,16.363636363636363,8,2.4242424242424243
11/25/22,WFMS-FM,Indianapolis,Cumulus,338,17,5.029585798816568,0,0,47,13.905325443786982,0,0
12/30/22,WFMS-FM,Indianapolis,Cumulus,381,24,6.299212598425196,0,0,63,16.535433070866144,5,1.3123359580052494
1/7/22,WLHK-FM,Indianapolis,Emmis,384,28,7.291666666666667,3,0.78125,73,19.010416666666664,10,2.604166666666667
1/24/22,WLHK-FM,Indianapolis,Emmis,375,29,7.733333333333333,2,0.5333333333333333,79,21.066666666666666,12,3.2
1/28/22,WLHK-FM,Indianapolis,Emmis,382,37,9.68586387434555,2,0.5235602094240838,82,21.465968586387437,15,3.926701570680628
2/7/22,WLHK-FM,Indianapolis,Emmis,367,34,9.264305177111716,2,0.544959128065395,72,19.618528610354225,15,4.087193460490464
2/25/22,WLHK-FM,Indianapolis,Emmis,378,30,7.936507936507936,2,0.5291005291005291,72,19.047619047619047,13,3.439153439153439
3/18/22,WLHK-FM,Indianapolis,Emmis,369,27,7.317073170731707,2,0.5420054200542005,67,18.157181571815716,9,2.4390243902439024
3/25/22,WLHK-FM,Indianapolis,Emmis,364,43,11.813186813186812,3,0.8241758241758242,76,20.87912087912088,8,2.197802197802198
4/8/22,WLHK-FM,Indianapolis,Emmis,388,45,11.597938144329897,3,0.7731958762886598,86,22.164948453608247,12,3.0927835051546393
4/29/22,WLHK-FM,Indianapolis,Emmis,379,38,10.026385224274406,2,0.5277044854881267,73,19.261213720316622,9,2.3746701846965697
5/20/22,WLHK-FM,Indianapolis,Emmis,379,32,8.443271767810026,3,0.79155672823219,71,18.733509234828496,13,3.430079155672823
5/27/22,WLHK-FM,Indianapolis,Emmis,384,27,7.03125,1,0.26041666666666663,67,17.447916666666664,9,2.34375
6/13/22,WLHK-FM,Indianapolis,Emmis,372,28,7.526881720430108,2,0.5376344086021506,68,18.27956989247312,10,2.6881720430107525
6/24/22,WLHK-FM,Indianapolis,Emmis,373,26,6.970509383378016,0,0,71,19.034852546916888,12,3.2171581769436997
7/29/22,WLHK-FM,Indianapolis,Emmis,390,20,5.128205128205128,1,0.2564102564102564,64,16.41025641025641,14,3.5897435897435894
8/26/22,WLHK-FM,Indianapolis,Emmis,383,30,7.83289817232376,0,0,69,18.01566579634465,13,3.3942558746736298
9/30/22,WLHK-FM,Indianapolis,Emmis,398,30,7.537688442211055,2,0.5025125628140703,68,17.08542713567839,13,3.2663316582914574
10/28/22,WLHK-FM,Indianapolis,Emmis,382,22,5.7591623036649215,1,0.2617801047120419,66,17.277486910994764,8,2.094240837696335
11/25/22,WLHK-FM,Indianapolis,Emmis,379,29,7.651715039577836,2,0.5277044854881267,65,17.150395778364118,11,2.9023746701846966
12/30/22,WLHK-FM,Indianapolis,Emmis,385,33,8.571428571428571,1,0.2597402597402597,71,18.441558441558442,9,2.3376623376623376
1/7/22,KBEQ-FM,KansasCity,Steel City,342,38,11.11111111111111,3,0.8771929824561403,67,19.5906432748538,9,2.631578947368421
1/24/22,KBEQ-FM,KansasCity,Steel City,329,36,10.94224924012158,3,0.911854103343465,60,18.237082066869302,11,3.343465045592705
1/28/22,KBEQ-FM,KansasCity,Steel City,324,37,11.419753086419753,3,0.9259259259259258,64,19.753086419753085,14,4.320987654320987
2/7/22,KBEQ-FM,KansasCity,Steel City,327,31,9.480122324159021,2,0.6116207951070336,56,17.12538226299694,9,2.7522935779816518
2/25/22,KBEQ-FM,KansasCity,Steel City,284,23,8.098591549295776,0,0,45,15.845070422535212,3,1.056338028169014
3/18/22,KBEQ-FM,KansasCity,Steel City,324,35,10.802469135802468,0,0,53,16.358024691358025,7,2.1604938271604937
3/25/22,KBEQ-FM,KansasCity,Steel City,323,35,10.8359133126935,0,0,53,16.408668730650156,4,1.238390092879257
4/8/22,KBEQ-FM,KansasCity,Steel City,329,42,12.76595744680851,1,0.303951367781155,73,22.188449848024316,15,4.5592705167173255
4/29/22,KBEQ-FM,KansasCity,Steel City,328,36,10.975609756097562,2,0.6097560975609756,65,19.817073170731707,6,1.8292682926829267
5/20/22,KBEQ-FM,KansasCity,Steel City,332,41,12.349397590361445,1,0.30120481927710846,67,20.180722891566266,8,2.4096385542168677
5/27/22,KBEQ-FM,KansasCity,Steel City,334,39,11.676646706586826,2,0.5988023952095809,60,17.964071856287426,4,1.1976047904191618
6/13/22,KBEQ-FM,KansasCity,Steel City,336,36,10.714285714285714,1,0.2976190476190476,62,18.452380952380953,7,2.083333333333333
6/24/22,KBEQ-FM,KansasCity,Steel City,331,28,8.459214501510575,1,0.3021148036253776,51,15.407854984894259,4,1.2084592145015105
7/29/22,KBEQ-FM,KansasCity,Steel City,333,31,9.30930930930931,1,0.3003003003003003,46,13.813813813813812,4,1.2012012012012012
8/26/22,KBEQ-FM,KansasCity,Steel City,325,25,7.6923076923076925,0,0,44,13.538461538461538,6,1.8461538461538463
9/30/22,KBEQ-FM,KansasCity,Steel City,326,43,13.190184049079754,1,0.3067484662576687,67,20.552147239263803,9,2.7607361963190185
10/28/22,KBEQ-FM,KansasCity,Steel City,342,39,11.403508771929824,1,0.29239766081871343,66,19.298245614035086,12,3.508771929824561
11/25/22,KBEQ-FM,KansasCity,Steel City,358,41,11.452513966480447,1,0.27932960893854747,72,20.11173184357542,8,2.2346368715083798
12/30/22,KBEQ-FM,KansasCity,Steel City,345,37,10.72463768115942,1,0.2898550724637681,66,19.130434782608695,11,3.1884057971014492
1/7/22,KFKF-FM,KansasCity,Steel City,336,28,8.333333333333332,1,0.2976190476190476,40,11.904761904761903,3,0.8928571428571428
1/24/22,KFKF-FM,KansasCity,Steel City,329,37,11.246200607902736,1,0.303951367781155,53,16.109422492401215,1,0.303951367781155
1/28/22,KFKF-FM,KansasCity,Steel City,321,36,11.214953271028037,0,0,50,15.57632398753894,4,1.2461059190031152
2/7/22,KFKF-FM,KansasCity,Steel City,317,33,10.410094637223976,0,0,50,15.772870662460567,1,0.31545741324921134
2/25/22,KFKF-FM,KansasCity,Steel City,280,32,11.428571428571429,0,0,53,18.928571428571427,4,1.4285714285714286
3/18/22,KFKF-FM,KansasCity,Steel City,319,27,8.463949843260188,0,0,44,13.793103448275861,1,0.3134796238244514
3/25/22,KFKF-FM,KansasCity,Steel City,317,40,12.618296529968454,1,0.31545741324921134,53,16.7192429022082,4,1.2618296529968454
4/8/22,KFKF-FM,KansasCity,Steel City,318,28,8.80503144654088,1,0.3144654088050315,42,13.20754716981132,2,0.628930817610063
4/29/22,KFKF-FM,KansasCity,Steel City,322,23,7.142857142857142,0,0,34,10.559006211180124,0,0
5/20/22,KFKF-FM,KansasCity,Steel City,328,30,9.146341463414634,1,0.3048780487804878,40,12.195121951219512,3,0.9146341463414633
5/27/22,KFKF-FM,KansasCity,Steel City,325,18,5.538461538461538,0,0,33,10.153846153846153,2,0.6153846153846154
6/13/22,KFKF-FM,KansasCity,Steel City,324,28,8.641975308641975,0,0,38,11.728395061728394,3,0.9259259259259258
6/24/22,KFKF-FM,KansasCity,Steel City,325,25,7.6923076923076925,2,0.6153846153846154,34,10.461538461538462,2,0.6153846153846154
7/29/22,KFKF-FM,KansasCity,Steel City,331,25,7.552870090634441,1,0.3021148036253776,35,10.574018126888216,2,0.6042296072507553
8/26/22,KFKF-FM,KansasCity,Steel City,337,24,7.121661721068249,0,0,38,11.275964391691394,1,0.2967359050445104
9/30/22,KFKF-FM,KansasCity,Steel City,331,31,9.365558912386707,1,0.3021148036253776,47,14.19939577039275,2,0.6042296072507553
10/28/22,KFKF-FM,KansasCity,Steel City,329,28,8.51063829787234,1,0.303951367781155,38,11.55015197568389,3,0.911854103343465
11/25/22,KFKF-FM,KansasCity,Steel City,339,33,9.734513274336283,0,0,51,15.04424778761062,3,0.8849557522123894
12/30/22,KFKF-FM,KansasCity,Steel City,344,34,9.883720930232558,0,0,54,15.69767441860465,0,0
1/7/22,WDAF-FM,KansasCity,Audacy/Entercom,379,40,10.554089709762533,0,0,87,22.95514511873351,15,3.95778364116095
1/24/22,WDAF-FM,KansasCity,Audacy/Entercom,358,30,8.379888268156424,2,0.5586592178770949,76,21.22905027932961,15,4.189944134078212
1/28/22,WDAF-FM,KansasCity,Audacy/Entercom,357,29,8.123249299719888,2,0.5602240896358543,65,18.207282913165265,10,2.801120448179272
2/7/22,WDAF-FM,KansasCity,Audacy/Entercom,355,26,7.323943661971831,1,0.28169014084507044,73,20.56338028169014,13,3.6619718309859155
2/25/22,WDAF-FM,KansasCity,Audacy/Entercom,358,30,8.379888268156424,1,0.27932960893854747,75,20.949720670391063,10,2.793296089385475
3/18/22,WDAF-FM,KansasCity,Audacy/Entercom,348,37,10.632183908045976,6,1.7241379310344827,74,21.26436781609195,13,3.7356321839080464
3/25/22,WDAF-FM,KansasCity,Audacy/Entercom,350,38,10.857142857142858,4,1.1428571428571428,72,20.57142857142857,15,4.285714285714286
4/8/22,WDAF-FM,KansasCity,Audacy/Entercom,357,42,11.76470588235294,2,0.5602240896358543,78,21.84873949579832,12,3.361344537815126
4/29/22,WDAF-FM,KansasCity,Audacy/Entercom,350,44,12.571428571428573,5,1.4285714285714286,89,25.428571428571427,21,6
