city,station,obs,bin,count
San Antonio,KAJA-FM,37,bin0,0
San Antonio,KAJA-FM,37,bin5,0
San Antonio,KAJA-FM,37,bin10,0
San Antonio,KAJA-FM,37,bin15,0
San Antonio,KAJA-FM,37,bin20,0
San Antonio,KAJA-FM,37,bin25,2
San Antonio,KAJA-FM,37,bin30,8
San Antonio,KAJA-FM,37,bin35,37
San Antonio,KAJA-FM,37,bin40,135
San Antonio,KAJA-FM,37,bin45,233
San Antonio,KAJA-FM,37,bin50,261
San Antonio,KAJA-FM,37,bin55,188
San Antonio,KAJA-FM,37,bin60,82
San Antonio,KAJA-FM,37,bin65,39
San Antonio,KAJA-FM,37,bin70,11
San Antonio,KAJA-FM,37,bin75,3
San Antonio,KAJA-FM,37,bin80,1
San Antonio,KAJA-FM,37,bin85,0
San Antonio,KAJA-FM,37,bin90,0
San Antonio,KAJA-FM,37,bin95,0
San Antonio,KAJA-FM,37,bin100,0
San Antonio,KAJA-FM,37,bin105,0
San Antonio,KAJA-FM,37,bin110,0
San Antonio,KAJA-FM,37,bin115,0
San Antonio,KAJA-FM,37,bin120,0
San Antonio,KAJA-FM,37,bin125,0
San Antonio,KAJA-FM,37,bin130,0
San Antonio,KAJA-FM,37,bin135,0
San Antonio,KAJA-FM,37,bin140,0
San Antonio,KAJA-FM,37,bin145,0
San Antonio,KAJA-FM,37,bin150,0
San Antonio,KAJA-FM,37,bin155,0
San Antonio,KAJA-FM,37,bin160,0
San Antonio,KAJA-FM,37,bin165,0
San Antonio,KAJA-FM,37,bin170,0
San Antonio,KAJA-FM,37,bin175,0
San Antonio,KAJA-FM,37,bin180,0
San Antonio,KAJA-FM,37,bin185,0
San Antonio,KAJA-FM,37,bin190,0
San Antonio,KAJA-FM,37,bin195,0
San Antonio,KAJA-FM,37,bin200,0
San Antonio,KAJA-FM,37,bin205,0
San Antonio,KAJA-FM,37,bin210,0
San Antonio,KAJA-FM,37,bin215,0
San Antonio,KAJA-FM,37,bin220,0
San Antonio,KAJA-FM,37,bin225,0
Austin,KASE-FM,49,bin0,0
Austin,KASE-FM,49,bin5,0
Austin,KASE-FM,49,bin10,0
Austin,KASE-FM,49,bin15,0
Austin,KASE-FM,49,bin20,0
Austin,KASE-FM,49,bin25,1
Austin,KASE-FM,49,bin30,0
Austin,KASE-FM,49,bin35,2
Austin,KASE-FM,49,bin40,11
Austin,KASE-FM,49,bin45,40
Austin,KASE-FM,49,bin50,146
Austin,KASE-FM,49,bin55,212
Austin,KASE-FM,49,bin60,240
Austin,KASE-FM,49,bin65,188
Austin,KASE-FM,49,bin70,99
Austin,KASE-FM,49,bin75,39
Austin,KASE-FM,49,bin80,15
Austin,KASE-FM,49,bin85,7
Austin,KASE-FM,49,bin90,0
Austin,KASE-FM,49,bin95,0
Austin,KASE-FM,49,bin100,0
Austin,KASE-FM,49,bin105,0
Austin,KASE-FM,49,bin110,0
Austin,KASE-FM,49,bin115,0
Austin,KASE-FM,49,bin120,0
Austin,KASE-FM,49,bin125,0
Austin,KASE-FM,49,bin130,0
Austin,KASE-FM,49,bin135,0
Austin,KASE-FM,49,bin140,0
Austin,KASE-FM,49,bin145,0
Austin,KASE-FM,49,bin150,0
Austin,KASE-FM,49,bin155,0
Austin,KASE-FM,49,bin160,0
Austin,KASE-FM,49,bin165,0
Austin,KASE-FM,49,bin170,0
Austin,KASE-FM,49,bin175,0
Austin,KASE-FM,49,bin180,0
Austin,KASE-FM,49,bin185,0
Austin,KASE-FM,49,bin190,0
Austin,KASE-FM,49,bin195,0
Austin,KASE-FM,49,bin200,0
Austin,KASE-FM,49,bin205,0
Austin,KASE-FM,49,bin210,0
Austin,KASE-FM,49,bin215,0
Austin,KASE-FM,49,bin220,0
Austin,KASE-FM,49,bin225,0
Kansas City,KBEQ-FM,24,bin0,0
Kansas City,KBEQ-FM,24,bin5,0
Kansas City,KBEQ-FM,24,bin10,0
Kansas City,KBEQ-FM,24,bin15,0
Kansas City,KBEQ-FM,24,bin20,0
Kansas City,KBEQ-FM,24,bin25,0
Kansas City,KBEQ-FM,24,bin30,0
Kansas City,KBEQ-FM,24,bin35,0
Kansas City,KBEQ-FM,24,bin40,0
Kansas City,KBEQ-FM,24,bin45,1
Kansas City,KBEQ-FM,24,bin50,4
Kansas City,KBEQ-FM,24,bin55,14
Kansas City,KBEQ-FM,24,bin60,80
Kansas City,KBEQ-FM,24,bin65,124
Kansas City,KBEQ-FM,24,bin70,192
Kansas City,KBEQ-FM,24,bin75,223
Kansas City,KBEQ-FM,24,bin80,161
Kansas City,KBEQ-FM,24,bin85,118
Kansas City,KBEQ-FM,24,bin90,56
Kansas City,KBEQ-FM,24,bin95,18
Kansas City,KBEQ-FM,24,bin100,6
Kansas City,KBEQ-FM,24,bin105,3
Kansas City,KBEQ-FM,24,bin110,0
Kansas City,KBEQ-FM,24,bin115,0
Kansas City,KBEQ-FM,24,bin120,0
Kansas City,KBEQ-FM,24,bin125,0
Kansas City,KBEQ-FM,24,bin130,0
Kansas City,KBEQ-FM,24,bin135,0
Kansas City,KBEQ-FM,24,bin140,0
Kansas City,KBEQ-FM,24,bin145,0
Kansas City,KBEQ-FM,24,bin150,0
Kansas City,KBEQ-FM,24,bin155,0
Kansas City,KBEQ-FM,24,bin160,0
Kansas City,KBEQ-FM,24,bin165,0
Kansas City,KBEQ-FM,24,bin170,0
Kansas City,KBEQ-FM,24,bin175,0
Kansas City,KBEQ-FM,24,bin180,0
Kansas City,KBEQ-FM,24,bin185,0
Kansas City,KBEQ-FM,24,bin190,0
Kansas City,KBEQ-FM,24,bin195,0
Kansas City,KBEQ-FM,24,bin200,0
Kansas City,KBEQ-FM,24,bin205,0
Kansas City,KBEQ-FM,24,bin210,0
Kansas City,KBEQ-FM,24,bin215,0
Kansas City,KBEQ-FM,24,bin220,0
Kansas City,KBEQ-FM,24,bin225,0
San Antonio,KCYY-FM,64,bin0,0
San Antonio,KCYY-FM,64,bin5,0
San Antonio,KCYY-FM,64,bin10,0
San Antonio,KCYY-FM,64,bin15,0
San Antonio,KCYY-FM,64,bin20,0
San Antonio,KCYY-FM,64,bin25,0
San Antonio,KCYY-FM,64,bin30,0
San Antonio,KCYY-FM,64,bin35,0
San Antonio,KCYY-FM,64,bin40,0
San Antonio,KCYY-FM,64,bin45,0
San Antonio,KCYY-FM,64,bin50,0
San Antonio,KCYY-FM,64,bin55,0
San Antonio,KCYY-FM,64,bin60,7
San Antonio,KCYY-FM,64,bin65,15
San Antonio,KCYY-FM,64,bin70,50
San Antonio,KCYY-FM,64,bin75,112
San Antonio,KCYY-FM,64,bin80,196
San Antonio,KCYY-FM,64,bin85,169
San Antonio,KCYY-FM,64,bin90,169
San Antonio,KCYY-FM,64,bin95,119
San Antonio,KCYY-FM,64,bin100,94
San Antonio,KCYY-FM,64,bin105,40
San Antonio,KCYY-FM,64,bin110,19
San Antonio,KCYY-FM,64,bin115,6
San Antonio,KCYY-FM,64,bin120,3
San Antonio,KCYY-FM,64,bin125,1
San Antonio,KCYY-FM,64,bin130,0
San Antonio,KCYY-FM,64,bin135,0
San Antonio,KCYY-FM,64,bin140,0
San Antonio,KCYY-FM,64,bin145,0
San Antonio,KCYY-FM,64,bin150,0
San Antonio,KCYY-FM,64,bin155,0
San Antonio,KCYY-FM,64,bin160,0
San Antonio,KCYY-FM,64,bin165,0
San Antonio,KCYY-FM,64,bin170,0
San Antonio,KCYY-FM,64,bin175,0
San Antonio,KCYY-FM,64,bin180,0
San Antonio,KCYY-FM,64,bin185,0
San Antonio,KCYY-FM,64,bin190,0
San Antonio,KCYY-FM,64,bin195,0
San Antonio,KCYY-FM,64,bin200,0
San Antonio,KCYY-FM,64,bin205,0
San Antonio,KCYY-FM,64,bin210,0
San Antonio,KCYY-FM,64,bin215,0
San Antonio,KCYY-FM,64,bin220,0
San Antonio,KCYY-FM,64,bin225,0
Kansas City,KFKF-FM,10,bin0,0
Kansas City,KFKF-FM,10,bin5,0
Kansas City,KFKF-FM,10,bin10,0
Kansas City,KFKF-FM,10,bin15,0
Kansas City,KFKF-FM,10,bin20,0
Kansas City,KFKF-FM,10,bin25,0
Kansas City,KFKF-FM,10,bin30,0
Kansas City,KFKF-FM,10,bin35,18
Kansas City,KFKF-FM,10,bin40,69
Kansas City,KFKF-FM,10,bin45,164
Kansas City,KFKF-FM,10,bin50,243
Kansas City,KFKF-FM,10,bin55,236
Kansas City,KFKF-FM,10,bin60,161
Kansas City,KFKF-FM,10,bin65,76
Kansas City,KFKF-FM,10,bin70,26
Kansas City,KFKF-FM,10,bin75,3
Kansas City,KFKF-FM,10,bin80,2
Kansas City,KFKF-FM,10,bin85,2
Kansas City,KFKF-FM,10,bin90,0
Kansas City,KFKF-FM,10,bin95,0
Kansas City,KFKF-FM,10,bin100,0
Kansas City,KFKF-FM,10,bin105,0
Kansas City,KFKF-FM,10,bin110,0
Kansas City,KFKF-FM,10,bin115,0
Kansas City,KFKF-FM,10,bin120,0
Kansas City,KFKF-FM,10,bin125,0
Kansas City,KFKF-FM,10,bin130,0
Kansas City,KFKF-FM,10,bin135,0
Kansas City,KFKF-FM,10,bin140,0
Kansas City,KFKF-FM,10,bin145,0
Kansas City,KFKF-FM,10,bin150,0
Kansas City,KFKF-FM,10,bin155,0
Kansas City,KFKF-FM,10,bin160,0
Kansas City,KFKF-FM,10,bin165,0
Kansas City,KFKF-FM,10,bin170,0
Kansas City,KFKF-FM,10,bin175,0
Kansas City,KFKF-FM,10,bin180,0
Kansas City,KFKF-FM,10,bin185,0
Kansas City,KFKF-FM,10,bin190,0
Kansas City,KFKF-FM,10,bin195,0
Kansas City,KFKF-FM,10,bin200,0
Kansas City,KFKF-FM,10,bin205,0
Kansas City,KFKF-FM,10,bin210,0
Kansas City,KFKF-FM,10,bin215,0
Kansas City,KFKF-FM,10,bin220,0
Kansas City,KFKF-FM,10,bin225,0
Houston,KILT-FM,21,bin0,0
Houston,KILT-FM,21,bin5,0
Houston,KILT-FM,21,bin10,0
Houston,KILT-FM,21,bin15,0
Houston,KILT-FM,21,bin20,0
Houston,KILT-FM,21,bin25,0
Houston,KILT-FM,21,bin30,4
Houston,KILT-FM,21,bin35,3
Houston,KILT-FM,21,bin40,35
Houston,KILT-FM,21,bin45,106
Houston,KILT-FM,21,bin50,202
Houston,KILT-FM,21,bin55,235
Houston,KILT-FM,21,bin60,216
Houston,KILT-FM,21,bin65,125
Houston,KILT-FM,21,bin70,55
Houston,KILT-FM,21,bin75,12
Houston,KILT-FM,21,bin80,4
Houston,KILT-FM,21,bin85,3
Houston,KILT-FM,21,bin90,0
Houston,KILT-FM,21,bin95,0
Houston,KILT-FM,21,bin100,0
Houston,KILT-FM,21,bin105,0
Houston,KILT-FM,21,bin110,0
Houston,KILT-FM,21,bin115,0
Houston,KILT-FM,21,bin120,0
Houston,KILT-FM,21,bin125,0
Houston,KILT-FM,21,bin130,0
Houston,KILT-FM,21,bin135,0
Houston,KILT-FM,21,bin140,0
Houston,KILT-FM,21,bin145,0
Houston,KILT-FM,21,bin150,0
Houston,KILT-FM,21,bin155,0
Houston,KILT-FM,21,bin160,0
Houston,KILT-FM,21,bin165,0
Houston,KILT-FM,21,bin170,0
Houston,KILT-FM,21,bin175,0
Houston,KILT-FM,21,bin180,0
Houston,KILT-FM,21,bin185,0
Houston,KILT-FM,21,bin190,0
Houston,KILT-FM,21,bin195,0
Houston,KILT-FM,21,bin200,0
Houston,KILT-FM,21,bin205,0
Houston,KILT-FM,21,bin210,0
Houston,KILT-FM,21,bin215,0
Houston,KILT-FM,21,bin220,0
Houston,KILT-FM,21,bin225,0
Houston,KKBQ-FM,46,bin0,0
Houston,KKBQ-FM,46,bin5,0
Houston,KKBQ-FM,46,bin10,0
Houston,KKBQ-FM,46,bin15,0
Houston,KKBQ-FM,46,bin20,0
Houston,KKBQ-FM,46,bin25,0
Houston,KKBQ-FM,46,bin30,0
Houston,KKBQ-FM,46,bin35,0
Houston,KKBQ-FM,46,bin40,1
Houston,KKBQ-FM,46,bin45,9
Houston,KKBQ-FM,46,bin50,29
Houston,KKBQ-FM,46,bin55,92
Houston,KKBQ-FM,46,bin60,195
Houston,KKBQ-FM,46,bin65,226
Houston,KKBQ-FM,46,bin70,194
Houston,KKBQ-FM,46,bin75,137
Houston,KKBQ-FM,46,bin80,65
Houston,KKBQ-FM,46,bin85,38
Houston,KKBQ-FM,46,bin90,9
Houston,KKBQ-FM,46,bin95,3
Houston,KKBQ-FM,46,bin100,2
Houston,KKBQ-FM,46,bin105,0
Houston,KKBQ-FM,46,bin110,0
Houston,KKBQ-FM,46,bin115,0
Houston,KKBQ-FM,46,bin120,0
Houston,KKBQ-FM,46,bin125,0
Houston,KKBQ-FM,46,bin130,0
Houston,KKBQ-FM,46,bin135,0
Houston,KKBQ-FM,46,bin140,0
Houston,KKBQ-FM,46,bin145,0
Houston,KKBQ-FM,46,bin150,0
Houston,KKBQ-FM,46,bin155,0
Houston,KKBQ-FM,46,bin160,0
Houston,KKBQ-FM,46,bin165,0
Houston,KKBQ-FM,46,bin170,0
Houston,KKBQ-FM,46,bin175,0
Houston,KKBQ-FM,46,bin180,0
Houston,KKBQ-FM,46,bin185,0
Houston,KKBQ-FM,46,bin190,0
Houston,KKBQ-FM,46,bin195,0
Houston,KKBQ-FM,46,bin200,0
Houston,KKBQ-FM,46,bin205,0
Houston,KKBQ-FM,46,bin210,0
Houston,KKBQ-FM,46,bin215,0
Houston,KKBQ-FM,46,bin220,0
Houston,KKBQ-FM,46,bin225,0
Los Angeles,KKGO-FMC,81,bin0,0
Los Angeles,KKGO-FMC,81,bin5,0
Los Angeles,KKGO-FMC,81,bin10,0
Los Angeles,KKGO-FMC,81,bin15,0
Los Angeles,KKGO-FMC,81,bin20,0
Los Angeles,KKGO-FMC,81,bin25,0
Los Angeles,KKGO-FMC,81,bin30,0
Los Angeles,KKGO-FMC,81,bin35,0
Los Angeles,KKGO-FMC,81,bin40,0
Los Angeles,KKGO-FMC,81,bin45,0
Los Angeles,KKGO-FMC,81,bin50,0
Los Angeles,KKGO-FMC,81,bin55,0
Los Angeles,KKGO-FMC,81,bin60,0
Los Angeles,KKGO-FMC,81,bin65,0
Los Angeles,KKGO-FMC,81,bin70,1
Los Angeles,KKGO-FMC,81,bin75,1
Los Angeles,KKGO-FMC,81,bin80,12
Los Angeles,KKGO-FMC,81,bin85,27
Los Angeles,KKGO-FMC,81,bin90,52
Los Angeles,KKGO-FMC,81,bin95,103
Los Angeles,KKGO-FMC,81,bin100,155
Los Angeles,KKGO-FMC,81,bin105,159
Los Angeles,KKGO-FMC,81,bin110,187
Los Angeles,KKGO-FMC,81,bin115,129
Los Angeles,KKGO-FMC,81,bin120,95
Los Angeles,KKGO-FMC,81,bin125,38
Los Angeles,KKGO-FMC,81,bin130,32
Los Angeles,KKGO-FMC,81,bin135,5
Los Angeles,KKGO-FMC,81,bin140,2
Los Angeles,KKGO-FMC,81,bin145,2
Los Angeles,KKGO-FMC,81,bin150,0
Los Angeles,KKGO-FMC,81,bin155,0
Los Angeles,KKGO-FMC,81,bin160,0
Los Angeles,KKGO-FMC,81,bin165,0
Los Angeles,KKGO-FMC,81,bin170,0
Los Angeles,KKGO-FMC,81,bin175,0
Los Angeles,KKGO-FMC,81,bin180,0
Los Angeles,KKGO-FMC,81,bin185,0
Los Angeles,KKGO-FMC,81,bin190,0
Los Angeles,KKGO-FMC,81,bin195,0
Los Angeles,KKGO-FMC,81,bin200,0
Los Angeles,KKGO-FMC,81,bin205,0
Los Angeles,KKGO-FMC,81,bin210,0
Los Angeles,KKGO-FMC,81,bin215,0
Los Angeles,KKGO-FMC,81,bin220,0
Los Angeles,KKGO-FMC,81,bin225,0
Dallas,KPLX-FM,15,bin0,0
Dallas,KPLX-FM,15,bin5,0
Dallas,KPLX-FM,15,bin10,0
Dallas,KPLX-FM,15,bin15,0
Dallas,KPLX-FM,15,bin20,0
Dallas,KPLX-FM,15,bin25,0
Dallas,KPLX-FM,15,bin30,0
Dallas,KPLX-FM,15,bin35,0
Dallas,KPLX-FM,15,bin40,0
Dallas,KPLX-FM,15,bin45,0
Dallas,KPLX-FM,15,bin50,0
Dallas,KPLX-FM,15,bin55,2
Dallas,KPLX-FM,15,bin60,11
Dallas,KPLX-FM,15,bin65,32
Dallas,KPLX-FM,15,bin70,101
Dallas,KPLX-FM,15,bin75,145
Dallas,KPLX-FM,15,bin80,219
Dallas,KPLX-FM,15,bin85,197
Dallas,KPLX-FM,15,bin90,134
Dallas,KPLX-FM,15,bin95,87
Dallas,KPLX-FM,15,bin100,41
Dallas,KPLX-FM,15,bin105,18
Dallas,KPLX-FM,15,bin110,8
Dallas,KPLX-FM,15,bin115,5
Dallas,KPLX-FM,15,bin120,0
Dallas,KPLX-FM,15,bin125,0
Dallas,KPLX-FM,15,bin130,0
Dallas,KPLX-FM,15,bin135,0
Dallas,KPLX-FM,15,bin140,0
Dallas,KPLX-FM,15,bin145,0
Dallas,KPLX-FM,15,bin150,0
Dallas,KPLX-FM,15,bin155,0
Dallas,KPLX-FM,15,bin160,0
Dallas,KPLX-FM,15,bin165,0
Dallas,KPLX-FM,15,bin170,0
Dallas,KPLX-FM,15,bin175,0
Dallas,KPLX-FM,15,bin180,0
Dallas,KPLX-FM,15,bin185,0
Dallas,KPLX-FM,15,bin190,0
Dallas,KPLX-FM,15,bin195,0
Dallas,KPLX-FM,15,bin200,0
Dallas,KPLX-FM,15,bin205,0
Dallas,KPLX-FM,15,bin210,0
Dallas,KPLX-FM,15,bin215,0
Dallas,KPLX-FM,15,bin220,0
Dallas,KPLX-FM,15,bin225,0
Dallas,KSCS-FM,13,bin0,0
Dallas,KSCS-FM,13,bin5,0
Dallas,KSCS-FM,13,bin10,0
Dallas,KSCS-FM,13,bin15,0
Dallas,KSCS-FM,13,bin20,1
Dallas,KSCS-FM,13,bin25,5
Dallas,KSCS-FM,13,bin30,50
Dallas,KSCS-FM,13,bin35,158
Dallas,KSCS-FM,13,bin40,245
Dallas,KSCS-FM,13,bin45,266
Dallas,KSCS-FM,13,bin50,184
Dallas,KSCS-FM,13,bin55,65
Dallas,KSCS-FM,13,bin60,21
Dallas,KSCS-FM,13,bin65,5
Dallas,KSCS-FM,13,bin70,0
Dallas,KSCS-FM,13,bin75,0
Dallas,KSCS-FM,13,bin80,0
Dallas,KSCS-FM,13,bin85,0
Dallas,KSCS-FM,13,bin90,0
Dallas,KSCS-FM,13,bin95,0
Dallas,KSCS-FM,13,bin100,0
Dallas,KSCS-FM,13,bin105,0
Dallas,KSCS-FM,13,bin110,0
Dallas,KSCS-FM,13,bin115,0
Dallas,KSCS-FM,13,bin120,0
Dallas,KSCS-FM,13,bin125,0
Dallas,KSCS-FM,13,bin130,0
Dallas,KSCS-FM,13,bin135,0
Dallas,KSCS-FM,13,bin140,0
Dallas,KSCS-FM,13,bin145,0
Dallas,KSCS-FM,13,bin150,0
Dallas,KSCS-FM,13,bin155,0
