city,station,obs,bin,count
Cincinnati,WNNF-FM,14,bin70,202
Cincinnati,WNNF-FM,14,bin75,113
Cincinnati,WNNF-FM,14,bin80,47
Cincinnati,WNNF-FM,14,bin85,24
Cincinnati,WNNF-FM,14,bin90,7
Cincinnati,WNNF-FM,14,bin95,0
Cincinnati,WNNF-FM,14,bin100,0
Cincinnati,WNNF-FM,14,bin105,0
Cincinnati,WNNF-FM,14,bin110,0
Cincinnati,WNNF-FM,14,bin115,0
Cincinnati,WNNF-FM,14,bin120,0
Cincinnati,WNNF-FM,14,bin125,0
Cincinnati,WNNF-FM,14,bin130,0
Cincinnati,WNNF-FM,14,bin135,0
Cincinnati,WNNF-FM,14,bin140,0
Cincinnati,WNNF-FM,14,bin145,0
Cincinnati,WNNF-FM,14,bin150,0
Cincinnati,WNNF-FM,14,bin155,0
Cincinnati,WNNF-FM,14,bin160,0
Cincinnati,WNNF-FM,14,bin165,0
Cincinnati,WNNF-FM,14,bin170,0
Cincinnati,WNNF-FM,14,bin175,0
Cincinnati,WNNF-FM,14,bin180,0
Cincinnati,WNNF-FM,14,bin185,0
Cincinnati,WNNF-FM,14,bin190,0
Cincinnati,WNNF-FM,14,bin195,0
Cincinnati,WNNF-FM,14,bin200,0
Cincinnati,WNNF-FM,14,bin205,0
Cincinnati,WNNF-FM,14,bin210,0
Cincinnati,WNNF-FM,14,bin215,0
Cincinnati,WNNF-FM,14,bin220,0
Cincinnati,WNNF-FM,14,bin225,0
Greensboro,WPAW-FM,41,bin0,0
Greensboro,WPAW-FM,41,bin5,0
Greensboro,WPAW-FM,41,bin10,0
Greensboro,WPAW-FM,41,bin15,0
Greensboro,WPAW-FM,41,bin20,0
Greensboro,WPAW-FM,41,bin25,0
Greensboro,WPAW-FM,41,bin30,0
Greensboro,WPAW-FM,41,bin35,0
Greensboro,WPAW-FM,41,bin40,2
Greensboro,WPAW-FM,41,bin45,2
Greensboro,WPAW-FM,41,bin50,21
Greensboro,WPAW-FM,41,bin55,81
Greensboro,WPAW-FM,41,bin60,134
Greensboro,WPAW-FM,41,bin65,232
Greensboro,WPAW-FM,41,bin70,220
Greensboro,WPAW-FM,41,bin75,142
Greensboro,WPAW-FM,41,bin80,98
Greensboro,WPAW-FM,41,bin85,51
Greensboro,WPAW-FM,41,bin90,11
Greensboro,WPAW-FM,41,bin95,3
Greensboro,WPAW-FM,41,bin100,2
Greensboro,WPAW-FM,41,bin105,1
Greensboro,WPAW-FM,41,bin110,0
Greensboro,WPAW-FM,41,bin115,0
Greensboro,WPAW-FM,41,bin120,0
Greensboro,WPAW-FM,41,bin125,0
Greensboro,WPAW-FM,41,bin130,0
Greensboro,WPAW-FM,41,bin135,0
Greensboro,WPAW-FM,41,bin140,0
Greensboro,WPAW-FM,41,bin145,0
Greensboro,WPAW-FM,41,bin150,0
Greensboro,WPAW-FM,41,bin155,0
Greensboro,WPAW-FM,41,bin160,0
Greensboro,WPAW-FM,41,bin165,0
Greensboro,WPAW-FM,41,bin170,0
Greensboro,WPAW-FM,41,bin175,0
Greensboro,WPAW-FM,41,bin180,0
Greensboro,WPAW-FM,41,bin185,0
Greensboro,WPAW-FM,41,bin190,0
Greensboro,WPAW-FM,41,bin195,0
Greensboro,WPAW-FM,41,bin200,0
Greensboro,WPAW-FM,41,bin205,0
Greensboro,WPAW-FM,41,bin210,0
Greensboro,WPAW-FM,41,bin215,0
Greensboro,WPAW-FM,41,bin220,0
Greensboro,WPAW-FM,41,bin225,0
Tampa,WQYK-FM,39,bin0,0
Tampa,WQYK-FM,39,bin5,0
Tampa,WQYK-FM,39,bin10,0
Tampa,WQYK-FM,39,bin15,0
Tampa,WQYK-FM,39,bin20,0
Tampa,WQYK-FM,39,bin25,0
Tampa,WQYK-FM,39,bin30,1
Tampa,WQYK-FM,39,bin35,2
Tampa,WQYK-FM,39,bin40,4
Tampa,WQYK-FM,39,bin45,36
Tampa,WQYK-FM,39,bin50,108
Tampa,WQYK-FM,39,bin55,216
Tampa,WQYK-FM,39,bin60,250
Tampa,WQYK-FM,39,bin65,179
Tampa,WQYK-FM,39,bin70,119
Tampa,WQYK-FM,39,bin75,55
Tampa,WQYK-FM,39,bin80,20
Tampa,WQYK-FM,39,bin85,9
Tampa,WQYK-FM,39,bin90,0
Tampa,WQYK-FM,39,bin95,1
Tampa,WQYK-FM,39,bin100,0
Tampa,WQYK-FM,39,bin105,0
Tampa,WQYK-FM,39,bin110,0
Tampa,WQYK-FM,39,bin115,0
Tampa,WQYK-FM,39,bin120,0
Tampa,WQYK-FM,39,bin125,0
Tampa,WQYK-FM,39,bin130,0
Tampa,WQYK-FM,39,bin135,0
Tampa,WQYK-FM,39,bin140,0
Tampa,WQYK-FM,39,bin145,0
Tampa,WQYK-FM,39,bin150,0
Tampa,WQYK-FM,39,bin155,0
Tampa,WQYK-FM,39,bin160,0
Tampa,WQYK-FM,39,bin165,0
Tampa,WQYK-FM,39,bin170,0
Tampa,WQYK-FM,39,bin175,0
Tampa,WQYK-FM,39,bin180,0
Tampa,WQYK-FM,39,bin185,0
Tampa,WQYK-FM,39,bin190,0
Tampa,WQYK-FM,39,bin195,0
Tampa,WQYK-FM,39,bin200,0
Tampa,WQYK-FM,39,bin205,0
Tampa,WQYK-FM,39,bin210,0
Tampa,WQYK-FM,39,bin215,0
Tampa,WQYK-FM,39,bin220,0
Tampa,WQYK-FM,39,bin225,0
Nashville,WSM-FM,40,bin0,0
Nashville,WSM-FM,40,bin5,0
Nashville,WSM-FM,40,bin10,0
Nashville,WSM-FM,40,bin15,0
Nashville,WSM-FM,40,bin20,0
Nashville,WSM-FM,40,bin25,0
Nashville,WSM-FM,40,bin30,0
Nashville,WSM-FM,40,bin35,0
Nashville,WSM-FM,40,bin40,0
Nashville,WSM-FM,40,bin45,0
Nashville,WSM-FM,40,bin50,0
Nashville,WSM-FM,40,bin55,0
Nashville,WSM-FM,40,bin60,0
Nashville,WSM-FM,40,bin65,0
Nashville,WSM-FM,40,bin70,0
Nashville,WSM-FM,40,bin75,0
Nashville,WSM-FM,40,bin80,0
Nashville,WSM-FM,40,bin85,0
Nashville,WSM-FM,40,bin90,0
Nashville,WSM-FM,40,bin95,0
Nashville,WSM-FM,40,bin100,0
Nashville,WSM-FM,40,bin105,0
Nashville,WSM-FM,40,bin110,1
Nashville,WSM-FM,40,bin115,0
Nashville,WSM-FM,40,bin120,2
Nashville,WSM-FM,40,bin125,1
Nashville,WSM-FM,40,bin130,13
Nashville,WSM-FM,40,bin135,15
Nashville,WSM-FM,40,bin140,27
Nashville,WSM-FM,40,bin145,64
Nashville,WSM-FM,40,bin150,90
Nashville,WSM-FM,40,bin155,107
Nashville,WSM-FM,40,bin160,141
Nashville,WSM-FM,40,bin165,130
Nashville,WSM-FM,40,bin170,135
Nashville,WSM-FM,40,bin175,86
Nashville,WSM-FM,40,bin180,83
Nashville,WSM-FM,40,bin185,54
Nashville,WSM-FM,40,bin190,26
Nashville,WSM-FM,40,bin195,12
Nashville,WSM-FM,40,bin200,11
Nashville,WSM-FM,40,bin205,1
Nashville,WSM-FM,40,bin210,0
Nashville,WSM-FM,40,bin215,0
Nashville,WSM-FM,40,bin220,0
Nashville,WSM-FM,40,bin225,1
Charlotte,WSOC-FM,25,bin0,0
Charlotte,WSOC-FM,25,bin5,0
Charlotte,WSOC-FM,25,bin10,0
Charlotte,WSOC-FM,25,bin15,0
Charlotte,WSOC-FM,25,bin20,0
Charlotte,WSOC-FM,25,bin25,0
Charlotte,WSOC-FM,25,bin30,8
Charlotte,WSOC-FM,25,bin35,34
Charlotte,WSOC-FM,25,bin40,106
Charlotte,WSOC-FM,25,bin45,224
Charlotte,WSOC-FM,25,bin50,261
Charlotte,WSOC-FM,25,bin55,226
Charlotte,WSOC-FM,25,bin60,94
Charlotte,WSOC-FM,25,bin65,31
Charlotte,WSOC-FM,25,bin70,14
Charlotte,WSOC-FM,25,bin75,2
Charlotte,WSOC-FM,25,bin80,0
Charlotte,WSOC-FM,25,bin85,0
Charlotte,WSOC-FM,25,bin90,0
Charlotte,WSOC-FM,25,bin95,0
Charlotte,WSOC-FM,25,bin100,0
Charlotte,WSOC-FM,25,bin105,0
Charlotte,WSOC-FM,25,bin110,0
Charlotte,WSOC-FM,25,bin115,0
Charlotte,WSOC-FM,25,bin120,0
Charlotte,WSOC-FM,25,bin125,0
Charlotte,WSOC-FM,25,bin130,0
Charlotte,WSOC-FM,25,bin135,0
Charlotte,WSOC-FM,25,bin140,0
Charlotte,WSOC-FM,25,bin145,0
Charlotte,WSOC-FM,25,bin150,0
Charlotte,WSOC-FM,25,bin155,0
Charlotte,WSOC-FM,25,bin160,0
Charlotte,WSOC-FM,25,bin165,0
Charlotte,WSOC-FM,25,bin170,0
Charlotte,WSOC-FM,25,bin175,0
Charlotte,WSOC-FM,25,bin180,0
Charlotte,WSOC-FM,25,bin185,0
Charlotte,WSOC-FM,25,bin190,0
Charlotte,WSOC-FM,25,bin195,0
Charlotte,WSOC-FM,25,bin200,0
Charlotte,WSOC-FM,25,bin205,0
Charlotte,WSOC-FM,25,bin210,0
Charlotte,WSOC-FM,25,bin215,0
Charlotte,WSOC-FM,25,bin220,0
Charlotte,WSOC-FM,25,bin225,0
Greensboro,WTQR-FM,26,bin0,0
Greensboro,WTQR-FM,26,bin5,0
Greensboro,WTQR-FM,26,bin10,0
Greensboro,WTQR-FM,26,bin15,0
Greensboro,WTQR-FM,26,bin20,47
Greensboro,WTQR-FM,26,bin25,159
Greensboro,WTQR-FM,26,bin30,308
Greensboro,WTQR-FM,26,bin35,294
Greensboro,WTQR-FM,26,bin40,144
Greensboro,WTQR-FM,26,bin45,39
Greensboro,WTQR-FM,26,bin50,8
Greensboro,WTQR-FM,26,bin55,1
Greensboro,WTQR-FM,26,bin60,0
Greensboro,WTQR-FM,26,bin65,0
Greensboro,WTQR-FM,26,bin70,0
Greensboro,WTQR-FM,26,bin75,0
Greensboro,WTQR-FM,26,bin80,0
Greensboro,WTQR-FM,26,bin85,0
Greensboro,WTQR-FM,26,bin90,0
Greensboro,WTQR-FM,26,bin95,0
Greensboro,WTQR-FM,26,bin100,0
Greensboro,WTQR-FM,26,bin105,0
Greensboro,WTQR-FM,26,bin110,0
Greensboro,WTQR-FM,26,bin115,0
Greensboro,WTQR-FM,26,bin120,0
Greensboro,WTQR-FM,26,bin125,0
Greensboro,WTQR-FM,26,bin130,0
Greensboro,WTQR-FM,26,bin135,0
Greensboro,WTQR-FM,26,bin140,0
Greensboro,WTQR-FM,26,bin145,0
Greensboro,WTQR-FM,26,bin150,0
Greensboro,WTQR-FM,26,bin155,0
Greensboro,WTQR-FM,26,bin160,0
Greensboro,WTQR-FM,26,bin165,0
Greensboro,WTQR-FM,26,bin170,0
Greensboro,WTQR-FM,26,bin175,0
Greensboro,WTQR-FM,26,bin180,0
Greensboro,WTQR-FM,26,bin185,0
Greensboro,WTQR-FM,26,bin190,0
Greensboro,WTQR-FM,26,bin195,0
Greensboro,WTQR-FM,26,bin200,0
Greensboro,WTQR-FM,26,bin205,0
Greensboro,WTQR-FM,26,bin210,0
Greensboro,WTQR-FM,26,bin215,0
Greensboro,WTQR-FM,26,bin220,0
Greensboro,WTQR-FM,26,bin225,0
Cincinnati,WUBE-FM,2,bin0,0
Cincinnati,WUBE-FM,2,bin5,0
Cincinnati,WUBE-FM,2,bin10,0
Cincinnati,WUBE-FM,2,bin15,0
Cincinnati,WUBE-FM,2,bin20,0
Cincinnati,WUBE-FM,2,bin25,0
Cincinnati,WUBE-FM,2,bin30,0
Cincinnati,WUBE-FM,2,bin35,0
Cincinnati,WUBE-FM,2,bin40,3
Cincinnati,WUBE-FM,2,bin45,3
Cincinnati,WUBE-FM,2,bin50,15
Cincinnati,WUBE-FM,2,bin55,56
Cincinnati,WUBE-FM,2,bin60,124
Cincinnati,WUBE-FM,2,bin65,198
Cincinnati,WUBE-FM,2,bin70,239
Cincinnati,WUBE-FM,2,bin75,178
Cincinnati,WUBE-FM,2,bin80,119
Cincinnati,WUBE-FM,2,bin85,44
Cincinnati,WUBE-FM,2,bin90,12
Cincinnati,WUBE-FM,2,bin95,6
Cincinnati,WUBE-FM,2,bin100,3
Cincinnati,WUBE-FM,2,bin105,0
Cincinnati,WUBE-FM,2,bin110,0
Cincinnati,WUBE-FM,2,bin115,0
Cincinnati,WUBE-FM,2,bin120,0
Cincinnati,WUBE-FM,2,bin125,0
Cincinnati,WUBE-FM,2,bin130,0
Cincinnati,WUBE-FM,2,bin135,0
Cincinnati,WUBE-FM,2,bin140,0
Cincinnati,WUBE-FM,2,bin145,0
Cincinnati,WUBE-FM,2,bin150,0
Cincinnati,WUBE-FM,2,bin155,0
Cincinnati,WUBE-FM,2,bin160,0
Cincinnati,WUBE-FM,2,bin165,0
Cincinnati,WUBE-FM,2,bin170,0
Cincinnati,WUBE-FM,2,bin175,0
Cincinnati,WUBE-FM,2,bin180,0
Cincinnati,WUBE-FM,2,bin185,0
Cincinnati,WUBE-FM,2,bin190,0
Cincinnati,WUBE-FM,2,bin195,0
Cincinnati,WUBE-FM,2,bin200,0
Cincinnati,WUBE-FM,2,bin205,0
Cincinnati,WUBE-FM,2,bin210,0
Cincinnati,WUBE-FM,2,bin215,0
Cincinnati,WUBE-FM,2,bin220,0
Cincinnati,WUBE-FM,2,bin225,0
Chicago,WUSN-FM,79,bin0,0
Chicago,WUSN-FM,79,bin5,0
Chicago,WUSN-FM,79,bin10,0
Chicago,WUSN-FM,79,bin15,0
Chicago,WUSN-FM,79,bin20,0
Chicago,WUSN-FM,79,bin25,0
Chicago,WUSN-FM,79,bin30,0
Chicago,WUSN-FM,79,bin35,0
Chicago,WUSN-FM,79,bin40,0
Chicago,WUSN-FM,79,bin45,0
Chicago,WUSN-FM,79,bin50,0
Chicago,WUSN-FM,79,bin55,0
Chicago,WUSN-FM,79,bin60,0
Chicago,WUSN-FM,79,bin65,1
Chicago,WUSN-FM,79,bin70,10
Chicago,WUSN-FM,79,bin75,28
Chicago,WUSN-FM,79,bin80,65
Chicago,WUSN-FM,79,bin85,127
Chicago,WUSN-FM,79,bin90,187
Chicago,WUSN-FM,79,bin95,178
Chicago,WUSN-FM,79,bin100,154
Chicago,WUSN-FM,79,bin105,128
Chicago,WUSN-FM,79,bin110,63
Chicago,WUSN-FM,79,bin115,36
Chicago,WUSN-FM,79,bin120,16
Chicago,WUSN-FM,79,bin125,5
Chicago,WUSN-FM,79,bin130,1
Chicago,WUSN-FM,79,bin135,1
Chicago,WUSN-FM,79,bin140,0
Chicago,WUSN-FM,79,bin145,0
Chicago,WUSN-FM,79,bin150,0
Chicago,WUSN-FM,79,bin155,0
Chicago,WUSN-FM,79,bin160,0
Chicago,WUSN-FM,79,bin165,0
Chicago,WUSN-FM,79,bin170,0
Chicago,WUSN-FM,79,bin175,0
Chicago,WUSN-FM,79,bin180,0
Chicago,WUSN-FM,79,bin185,0
Chicago,WUSN-FM,79,bin190,0
Chicago,WUSN-FM,79,bin195,0
Chicago,WUSN-FM,79,bin200,0
Chicago,WUSN-FM,79,bin205,0
Chicago,WUSN-FM,79,bin210,0
Chicago,WUSN-FM,79,bin215,0
Chicago,WUSN-FM,79,bin220,0
Chicago,WUSN-FM,79,bin225,0
Philadelphia,WXTU-FM,58,bin0,0
Philadelphia,WXTU-FM,58,bin5,0
Philadelphia,WXTU-FM,58,bin10,0
Philadelphia,WXTU-FM,58,bin15,0
Philadelphia,WXTU-FM,58,bin20,0
Philadelphia,WXTU-FM,58,bin25,0
Philadelphia,WXTU-FM,58,bin30,0
Philadelphia,WXTU-FM,58,bin35,0
Philadelphia,WXTU-FM,58,bin40,0
Philadelphia,WXTU-FM,58,bin45,0
Philadelphia,WXTU-FM,58,bin50,0
Philadelphia,WXTU-FM,58,bin55,0
Philadelphia,WXTU-FM,58,bin60,1
Philadelphia,WXTU-FM,58,bin65,4
Philadelphia,WXTU-FM,58,bin70,29
Philadelphia,WXTU-FM,58,bin75,51
Philadelphia,WXTU-FM,58,bin80,105
Philadelphia,WXTU-FM,58,bin85,171
Philadelphia,WXTU-FM,58,bin90,190
Philadelphia,WXTU-FM,58,bin95,168
Philadelphia,WXTU-FM,58,bin100,131
Philadelphia,WXTU-FM,58,bin105,86
Philadelphia,WXTU-FM,58,bin110,45
Philadelphia,WXTU-FM,58,bin115,11
Philadelphia,WXTU-FM,58,bin120,4
Philadelphia,WXTU-FM,58,bin125,3
Philadelphia,WXTU-FM,58,bin130,1
Philadelphia,WXTU-FM,58,bin135,0
Philadelphia,WXTU-FM,58,bin140,0
Philadelphia,WXTU-FM,58,bin145,0
Philadelphia,WXTU-FM,58,bin150,0
Philadelphia,WXTU-FM,58,bin155,0
Philadelphia,WXTU-FM,58,bin160,0
Philadelphia,WXTU-FM,58,bin165,0
Philadelphia,WXTU-FM,58,bin170,0
Philadelphia,WXTU-FM,58,bin175,0
Philadelphia,WXTU-FM,58,bin180,0
Philadelphia,WXTU-FM,58,bin185,0
Philadelphia,WXTU-FM,58,bin190,0
Philadelphia,WXTU-FM,58,bin195,0
Philadelphia,WXTU-FM,58,bin200,0
Philadelphia,WXTU-FM,58,bin205,0
Philadelphia,WXTU-FM,58,bin210,0
Philadelphia,WXTU-FM,58,bin215,0
Philadelphia,WXTU-FM,58,bin220,0
Philadelphia,WXTU-FM,58,bin225,0
Cincinnati,WYGY-FM,13,bin0,0
Cincinnati,WYGY-FM,13,bin5,0
Cincinnati,WYGY-FM,13,bin10,0
Cincinnati,WYGY-FM,13,bin15,0
Cincinnati,WYGY-FM,13,bin20,0
Cincinnati,WYGY-FM,13,bin25,0
Cincinnati,WYGY-FM,13,bin30,0
Cincinnati,WYGY-FM,13,bin35,0
Cincinnati,WYGY-FM,13,bin40,0
Cincinnati,WYGY-FM,13,bin45,0
Cincinnati,WYGY-FM,13,bin50,0
Cincinnati,WYGY-FM,13,bin55,2
Cincinnati,WYGY-FM,13,bin60,3
Cincinnati,WYGY-FM,13,bin65,17
Cincinnati,WYGY-FM,13,bin70,52
Cincinnati,WYGY-FM,13,bin75,133
Cincinnati,WYGY-FM,13,bin80,161
Cincinnati,WYGY-FM,13,bin85,204
Cincinnati,WYGY-FM,13,bin90,172
Cincinnati,WYGY-FM,13,bin95,135
Cincinnati,WYGY-FM,13,bin100,82
Cincinnati,WYGY-FM,13,bin105,23
Cincinnati,WYGY-FM,13,bin110,10
Cincinnati,WYGY-FM,13,bin115,5
Cincinnati,WYGY-FM,13,bin120,1
Cincinnati,WYGY-FM,13,bin125,0
Cincinnati,WYGY-FM,13,bin130,0
Cincinnati,WYGY-FM,13,bin135,0
Cincinnati,WYGY-FM,13,bin140,0
Cincinnati,WYGY-FM,13,bin145,0
Cincinnati,WYGY-FM,13,bin150,0
Cincinnati,WYGY-FM,13,bin155,0
Cincinnati,WYGY-FM,13,bin160,0
Cincinnati,WYGY-FM,13,bin165,0
Cincinnati,WYGY-FM,13,bin170,0
Cincinnati,WYGY-FM,13,bin175,0
Cincinnati,WYGY-FM,13,bin180,0
Cincinnati,WYGY-FM,13,bin185,0
Cincinnati,WYGY-FM,13,bin190,0
Cincinnati,WYGY-FM,13,bin195,0
Cincinnati,WYGY-FM,13,bin200,0
Cincinnati,WYGY-FM,13,bin205,0
Cincinnati,WYGY-FM,13,bin210,0
Cincinnati,WYGY-FM,13,bin215,0
Cincinnati,WYGY-FM,13,bin220,0
Cincinnati,WYGY-FM,13,bin225,0